"","year","spp","metal","corrected_conc","source"
"7682",1947,"WTSH","Lead",5.65198889343735,"cambell"
"7683",1948,"WTSH","Lead",6.37019742685756,"cambell"
"7684",1949,"WTSH","Lead",7.08840596027778,"cambell"
"7685",1950,"WTSH","Lead",7.80661449369799,"cambell"
"7686",1951,"WTSH","Lead",8.52482302711821,"cambell"
"7687",1952,"WTSH","Lead",9.24303156053842,"cambell"
"7688",1953,"WTSH","Lead",9.96124009395864,"cambell"
"7689",1954,"WTSH","Lead",10.6794486273789,"cambell"
"7690",1955,"WTSH","Lead",11.3976571607991,"cambell"
"7691",1956,"WTSH","Lead",12.2298486549835,"cambell"
"7692",1957,"WTSH","Lead",12.9548139103047,"cambell"
"7693",1958,"WTSH","Lead",13.6797791656259,"cambell"
"7694",1959,"WTSH","Lead",14.4047444209471,"cambell"
"7695",1960,"WTSH","Lead",15.1297096762682,"cambell"
"7696",1961,"WTSH","Lead",15.8546749315894,"cambell"
"7697",1962,"WTSH","Lead",16.5796401869106,"cambell"
"7698",1963,"WTSH","Lead",17.3046054422318,"cambell"
"7699",1964,"WTSH","Lead",18.029570697553,"cambell"
"7700",1965,"WTSH","Lead",15.4175944298306,"cambell"
"7701",1966,"WTSH","Lead",12.8056181621082,"cambell"
"7702",1967,"WTSH","Lead",10.1936418943857,"cambell"
"7703",1968,"WTSH","Lead",7.58166562666331,"cambell"
"7704",1969,"WTSH","Lead",4.96968935894089,"cambell"
"7705",1970,"WTSH","Lead",2.35771309121847,"cambell"
"7706",1971,"WTSH","Lead",2.41510164516293,"cambell"
"7707",1972,"WTSH","Lead",2.4724901991074,"cambell"
"7708",1973,"WTSH","Lead",2.52987875305187,"cambell"
"7709",1974,"WTSH","Lead",2.58726730699633,"cambell"
"7710",1975,"WTSH","Lead",2.6446558609408,"cambell"
"7711",1976,"WTSH","Lead",2.67686119052872,"cambell"
"7712",1977,"WTSH","Lead",2.7337148795311,"cambell"
"7713",1978,"WTSH","Lead",2.79056856853348,"cambell"
"7714",1979,"WTSH","Lead",2.84742225753586,"cambell"
"7715",1980,"WTSH","Lead",2.90427594653824,"cambell"
"7716",1981,"WTSH","Lead",2.93373104611456,"cambell"
"7717",1982,"WTSH","Lead",2.99005868219996,"cambell"
"7718",1983,"WTSH","Lead",3.04638631828536,"cambell"
"7719",1984,"WTSH","Lead",3.10271395437076,"cambell"
"7720",1985,"WTSH","Lead",3.15904159045616,"cambell"
"7721",1986,"WTSH","Lead",3.18583328914175,"cambell"
"7722",1987,"WTSH","Lead",3.24164350734569,"cambell"
"7723",1988,"WTSH","Lead",3.29745372554964,"cambell"
"7724",1989,"WTSH","Lead",3.35326394375358,"cambell"
"7725",1990,"WTSH","Lead",3.37798562478519,"cambell"
"7726",1991,"WTSH","Lead",3.43328689012956,"cambell"
"7727",1992,"WTSH","Lead",3.48858815547393,"cambell"
"7728",1993,"WTSH","Lead",3.5438894208183,"cambell"
"7729",1994,"WTSH","Lead",3.56660645659497,"cambell"
"7730",1995,"WTSH","Lead",3.62140706796391,"cambell"
"7731",1996,"WTSH","Lead",3.67620767933284,"cambell"
"7732",1997,"WTSH","Lead",3.69747606148321,"cambell"
"7733",1998,"WTSH","Lead",3.75178415540953,"cambell"
"7734",1999,"WTSH","Lead",3.80609224933584,"cambell"
"7735",2000,"WTSH","Lead",3.62645168118102,"cambell"
"7736",2001,"WTSH","Lead",3.48076926070316,"cambell"
"7737",2002,"WTSH","Lead",3.3350868402253,"cambell"
"7738",2003,"WTSH","Lead",3.16115577580607,"cambell"
"7739",2004,"WTSH","Lead",3.01676366859144,"cambell"
"7740",2005,"WTSH","Lead",2.8723715613768,"cambell"
"7741",2006,"WTSH","Lead",2.70399403611742,"cambell"
"7742",2007,"WTSH","Lead",2.56087147844012,"cambell"
"7743",2008,"WTSH","Lead",2.41774892076283,"cambell"
"7744",2009,"WTSH","Lead",2.25477321922213,"cambell"
"7745",2010,"WTSH","Lead",2.11289984812501,"cambell"
"7746",2011,"WTSH","Lead",1.97102647702788,"cambell"
"7747",2012,"WTSH","Lead",1.81330500884576,"cambell"
"7748",2013,"WTSH","Lead",1.67266085303501,"cambell"
"7749",2014,"WTSH","Lead",1.51884045322991,"cambell"
"7750",2015,"WTSH","Lead",NA,"cambell"
"7751",1891,"WTSH","Zinc",NA,"cambell"
"7752",1892,"WTSH","Zinc",NA,"cambell"
"7753",1893,"WTSH","Zinc",NA,"cambell"
"7754",1894,"WTSH","Zinc",NA,"cambell"
"7755",1895,"WTSH","Zinc",NA,"cambell"
"7756",1896,"WTSH","Zinc",NA,"cambell"
"7757",1897,"WTSH","Zinc",44.3106253546019,"cambell"
"7758",1898,"WTSH","Zinc",43.7279758939996,"cambell"
"7759",1899,"WTSH","Zinc",43.1420596714549,"cambell"
"7760",1900,"WTSH","Zinc",42.4355736357163,"cambell"
"7761",1901,"WTSH","Zinc",41.8444073747746,"cambell"
"7762",1902,"WTSH","Zinc",41.2499074308162,"cambell"
"7763",1903,"WTSH","Zinc",40.6520484781385,"cambell"
"7764",1904,"WTSH","Zinc",39.9396756664852,"cambell"
"7765",1905,"WTSH","Zinc",39.3364500010324,"cambell"
"7766",1906,"WTSH","Zinc",38.7298038577892,"cambell"
"7767",1907,"WTSH","Zinc",38.0134567363478,"cambell"
"7768",1908,"WTSH","Zinc",37.4013616309331,"cambell"
"7769",1909,"WTSH","Zinc",36.785783240713,"cambell"
"7770",1910,"WTSH","Zinc",36.065421276165,"cambell"
"7771",1911,"WTSH","Zinc",35.4443100154989,"cambell"
"7772",1912,"WTSH","Zinc",34.7219252383309,"cambell"
"7773",1913,"WTSH","Zinc",34.0952333358771,"cambell"
"7774",1914,"WTSH","Zinc",33.4649561306851,"cambell"
"7775",1915,"WTSH","Zinc",32.7384945572571,"cambell"
"7776",1916,"WTSH","Zinc",32.7388937249351,"cambell"
"7777",1917,"WTSH","Zinc",32.6467214199164,"cambell"
"7778",1918,"WTSH","Zinc",32.646815638925,"cambell"
"7779",1919,"WTSH","Zinc",32.5543820979676,"cambell"
"7780",1920,"WTSH","Zinc",32.5541692144878,"cambell"
"7781",1921,"WTSH","Zinc",32.4614730804853,"cambell"
"7782",1922,"WTSH","Zinc",32.4609509079717,"cambell"
"7783",1923,"WTSH","Zinc",32.3679908106474,"cambell"
"7784",1924,"WTSH","Zinc",32.367157129226,"cambell"
"7785",1925,"WTSH","Zinc",32.2739316849633,"cambell"
"7786",1926,"WTSH","Zinc",32.1807062407005,"cambell"
"7787",1927,"WTSH","Zinc",32.1792920524891,"cambell"
"7788",1928,"WTSH","Zinc",32.0857998641592,"cambell"
"7789",1929,"WTSH","Zinc",32.084068214028,"cambell"
"7790",1930,"WTSH","Zinc",31.9903078708151,"cambell"
"7791",1931,"WTSH","Zinc",31.8965475276023,"cambell"
"7792",1932,"WTSH","Zinc",31.8027871843894,"cambell"
"7793",1933,"WTSH","Zinc",31.8001965757627,"cambell"
"7794",1934,"WTSH","Zinc",31.7061666529866,"cambell"
"7795",1935,"WTSH","Zinc",31.6121367302106,"cambell"
"7796",1936,"WTSH","Zinc",31.5181068074345,"cambell"
"7797",1937,"WTSH","Zinc",31.5146491119276,"cambell"
"7798",1938,"WTSH","Zinc",31.420348170863,"cambell"
"7799",1939,"WTSH","Zinc",31.3260472297984,"cambell"
"7800",1940,"WTSH","Zinc",31.2317462887338,"cambell"
"7801",1941,"WTSH","Zinc",31.1374453476693,"cambell"
"7802",1942,"WTSH","Zinc",31.0431444066047,"cambell"
"7803",1943,"WTSH","Zinc",31.8805815519031,"cambell"
"7804",1944,"WTSH","Zinc",32.6283232602198,"cambell"
"7805",1945,"WTSH","Zinc",33.3760649685365,"cambell"
"7806",1946,"WTSH","Zinc",34.1238066768532,"cambell"
"7807",1947,"WTSH","Zinc",34.8715483851699,"cambell"
"7808",1948,"WTSH","Zinc",35.6192900934866,"cambell"
"7809",1949,"WTSH","Zinc",36.3670318018033,"cambell"
"7810",1950,"WTSH","Zinc",37.11477351012,"cambell"
"7811",1951,"WTSH","Zinc",37.8625152184367,"cambell"
"7812",1952,"WTSH","Zinc",38.6102569267534,"cambell"
"7813",1953,"WTSH","Zinc",39.3579986350702,"cambell"
"7814",1954,"WTSH","Zinc",40.1057403433869,"cambell"
"7815",1955,"WTSH","Zinc",40.8534820517036,"cambell"
"7816",1956,"WTSH","Zinc",41.481368328814,"cambell"
"7817",1957,"WTSH","Zinc",42.226955751829,"cambell"
"7818",1958,"WTSH","Zinc",42.9725431748439,"cambell"
"7819",1959,"WTSH","Zinc",43.7181305978589,"cambell"
"7820",1960,"WTSH","Zinc",44.4637180208738,"cambell"
"7821",1961,"WTSH","Zinc",45.2093054438888,"cambell"
"7822",1962,"WTSH","Zinc",45.9548928669037,"cambell"
"7823",1963,"WTSH","Zinc",46.7004802899187,"cambell"
"7824",1964,"WTSH","Zinc",47.4460677129336,"cambell"
"7825",1965,"WTSH","Zinc",47.4950316631018,"cambell"
"7826",1966,"WTSH","Zinc",47.5439956132699,"cambell"
"7827",1967,"WTSH","Zinc",47.5929595634381,"cambell"
"7828",1968,"WTSH","Zinc",47.6419235136062,"cambell"
"7829",1969,"WTSH","Zinc",47.6908874637744,"cambell"
"7830",1970,"WTSH","Zinc",47.7398514139425,"cambell"
"7831",1971,"WTSH","Zinc",47.6368582773819,"cambell"
"7832",1972,"WTSH","Zinc",47.5338651408214,"cambell"
"7833",1973,"WTSH","Zinc",47.4308720042608,"cambell"
"7834",1974,"WTSH","Zinc",47.3278788677002,"cambell"
"7835",1975,"WTSH","Zinc",47.2248857311396,"cambell"
"7836",1976,"WTSH","Zinc",47.2580456431335,"cambell"
"7837",1977,"WTSH","Zinc",47.1547549202759,"cambell"
"7838",1978,"WTSH","Zinc",47.0514641974184,"cambell"
"7839",1979,"WTSH","Zinc",46.9481734745608,"cambell"
"7840",1980,"WTSH","Zinc",46.8448827517033,"cambell"
"7841",1981,"WTSH","Zinc",46.8769826717623,"cambell"
"7842",1982,"WTSH","Zinc",46.7733927593229,"cambell"
"7843",1983,"WTSH","Zinc",46.6698028468835,"cambell"
"7844",1984,"WTSH","Zinc",46.566212934444,"cambell"
"7845",1985,"WTSH","Zinc",46.4626230220046,"cambell"
"7846",1986,"WTSH","Zinc",46.4936539471072,"cambell"
"7847",1987,"WTSH","Zinc",46.3897632225102,"cambell"
"7848",1988,"WTSH","Zinc",46.2858724979132,"cambell"
"7849",1989,"WTSH","Zinc",46.1819817733162,"cambell"
"7850",1990,"WTSH","Zinc",46.2122372704936,"cambell"
"7851",1991,"WTSH","Zinc",46.108044090915,"cambell"
"7852",1992,"WTSH","Zinc",46.0038509113363,"cambell"
"7853",1993,"WTSH","Zinc",45.8996577317577,"cambell"
"7854",1994,"WTSH","Zinc",45.9291320507718,"cambell"
"7855",1995,"WTSH","Zinc",45.8246347528308,"cambell"
"7856",1996,"WTSH","Zinc",45.7201374548898,"cambell"
"7857",1997,"WTSH","Zinc",45.7491305175536,"cambell"
"7858",1998,"WTSH","Zinc",45.6443274169989,"cambell"
"7859",1999,"WTSH","Zinc",45.5395243164442,"cambell"
"7860",2000,"WTSH","Zinc",46.3074378290399,"cambell"
"7861",2001,"WTSH","Zinc",46.9417315301312,"cambell"
"7862",2002,"WTSH","Zinc",47.5760252312225,"cambell"
"7863",2003,"WTSH","Zinc",48.3521535073455,"cambell"
"7864",2004,"WTSH","Zinc",48.9883132980942,"cambell"
"7865",2005,"WTSH","Zinc",49.6244730888429,"cambell"
"7866",2006,"WTSH","Zinc",50.4088994934783,"cambell"
"7867",2007,"WTSH","Zinc",51.0469359270916,"cambell"
"7868",2008,"WTSH","Zinc",51.6849723607049,"cambell"
"7869",2009,"WTSH","Zinc",52.477781743793,"cambell"
"7870",2010,"WTSH","Zinc",53.1177055073397,"cambell"
"7871",2011,"WTSH","Zinc",53.7576292708864,"cambell"
"7872",2012,"WTSH","Zinc",54.5589079968563,"cambell"
"7873",2013,"WTSH","Zinc",55.2007299133356,"cambell"
"7874",2014,"WTSH","Zinc",56.0086550058843,"cambell"
"7875",2015,"WTSH","Zinc",NA,"cambell"
"7876",1891,"WTTR","Arsenic",NA,"cambell"
"7877",1892,"WTTR","Arsenic",NA,"cambell"
"7878",1893,"WTTR","Arsenic",NA,"cambell"
"7879",1894,"WTTR","Arsenic",NA,"cambell"
"7880",1895,"WTTR","Arsenic",NA,"cambell"
"7881",1896,"WTTR","Arsenic",NA,"cambell"
"7882",1897,"WTTR","Arsenic",NA,"cambell"
"7883",1898,"WTTR","Arsenic",NA,"cambell"
"7884",1899,"WTTR","Arsenic",NA,"cambell"
"7885",1900,"WTTR","Arsenic",NA,"cambell"
"7886",1901,"WTTR","Arsenic",NA,"cambell"
"7887",1902,"WTTR","Arsenic",NA,"cambell"
"7888",1903,"WTTR","Arsenic",NA,"cambell"
"7889",1904,"WTTR","Arsenic",NA,"cambell"
"7890",1905,"WTTR","Arsenic",NA,"cambell"
"7891",1906,"WTTR","Arsenic",NA,"cambell"
"7892",1907,"WTTR","Arsenic",NA,"cambell"
"7893",1908,"WTTR","Arsenic",NA,"cambell"
"7894",1909,"WTTR","Arsenic",NA,"cambell"
"7895",1910,"WTTR","Arsenic",NA,"cambell"
"7896",1911,"WTTR","Arsenic",NA,"cambell"
"7897",1912,"WTTR","Arsenic",NA,"cambell"
"7898",1913,"WTTR","Arsenic",NA,"cambell"
"7899",1914,"WTTR","Arsenic",NA,"cambell"
"7900",1915,"WTTR","Arsenic",NA,"cambell"
"7901",1916,"WTTR","Arsenic",NA,"cambell"
"7902",1917,"WTTR","Arsenic",NA,"cambell"
"7903",1918,"WTTR","Arsenic",NA,"cambell"
"7904",1919,"WTTR","Arsenic",NA,"cambell"
"7905",1920,"WTTR","Arsenic",NA,"cambell"
"7906",1921,"WTTR","Arsenic",NA,"cambell"
"7907",1922,"WTTR","Arsenic",NA,"cambell"
"7908",1923,"WTTR","Arsenic",NA,"cambell"
"7909",1924,"WTTR","Arsenic",NA,"cambell"
"7910",1925,"WTTR","Arsenic",NA,"cambell"
"7911",1926,"WTTR","Arsenic",NA,"cambell"
"7912",1927,"WTTR","Arsenic",NA,"cambell"
"7913",1928,"WTTR","Arsenic",NA,"cambell"
"7914",1929,"WTTR","Arsenic",NA,"cambell"
"7915",1930,"WTTR","Arsenic",NA,"cambell"
"7916",1931,"WTTR","Arsenic",NA,"cambell"
"7917",1932,"WTTR","Arsenic",NA,"cambell"
"7918",1933,"WTTR","Arsenic",NA,"cambell"
"7919",1934,"WTTR","Arsenic",NA,"cambell"
"7920",1935,"WTTR","Arsenic",NA,"cambell"
"7921",1936,"WTTR","Arsenic",NA,"cambell"
"7922",1937,"WTTR","Arsenic",NA,"cambell"
"7923",1938,"WTTR","Arsenic",NA,"cambell"
"7924",1939,"WTTR","Arsenic",NA,"cambell"
"7925",1940,"WTTR","Arsenic",NA,"cambell"
"7926",1941,"WTTR","Arsenic",NA,"cambell"
"7927",1942,"WTTR","Arsenic",NA,"cambell"
"7928",1943,"WTTR","Arsenic",NA,"cambell"
"7929",1944,"WTTR","Arsenic",NA,"cambell"
"7930",1945,"WTTR","Arsenic",NA,"cambell"
"7931",1946,"WTTR","Arsenic",NA,"cambell"
"7932",1947,"WTTR","Arsenic",NA,"cambell"
"7933",1948,"WTTR","Arsenic",NA,"cambell"
"7934",1949,"WTTR","Arsenic",NA,"cambell"
"7935",1950,"WTTR","Arsenic",NA,"cambell"
"7936",1951,"WTTR","Arsenic",NA,"cambell"
"7937",1952,"WTTR","Arsenic",NA,"cambell"
"7938",1953,"WTTR","Arsenic",NA,"cambell"
"7939",1954,"WTTR","Arsenic",NA,"cambell"
"7940",1955,"WTTR","Arsenic",NA,"cambell"
"7941",1956,"WTTR","Arsenic",NA,"cambell"
"7942",1957,"WTTR","Arsenic",NA,"cambell"
"7943",1958,"WTTR","Arsenic",NA,"cambell"
"7944",1959,"WTTR","Arsenic",NA,"cambell"
"7945",1960,"WTTR","Arsenic",NA,"cambell"
"7946",1961,"WTTR","Arsenic",NA,"cambell"
"7947",1962,"WTTR","Arsenic",NA,"cambell"
"7948",1963,"WTTR","Arsenic",NA,"cambell"
"7949",1964,"WTTR","Arsenic",NA,"cambell"
"7950",1965,"WTTR","Arsenic",NA,"cambell"
"7951",1966,"WTTR","Arsenic",NA,"cambell"
"7952",1967,"WTTR","Arsenic",NA,"cambell"
"7953",1968,"WTTR","Arsenic",NA,"cambell"
"7954",1969,"WTTR","Arsenic",NA,"cambell"
"7955",1970,"WTTR","Arsenic",NA,"cambell"
"7956",1971,"WTTR","Arsenic",NA,"cambell"
"7957",1972,"WTTR","Arsenic",NA,"cambell"
"7958",1973,"WTTR","Arsenic",NA,"cambell"
"7959",1974,"WTTR","Arsenic",NA,"cambell"
"7960",1975,"WTTR","Arsenic",NA,"cambell"
"7961",1976,"WTTR","Arsenic",NA,"cambell"
"7962",1977,"WTTR","Arsenic",NA,"cambell"
"7963",1978,"WTTR","Arsenic",NA,"cambell"
"7964",1979,"WTTR","Arsenic",NA,"cambell"
"7965",1980,"WTTR","Arsenic",NA,"cambell"
"7966",1981,"WTTR","Arsenic",NA,"cambell"
"7967",1982,"WTTR","Arsenic",NA,"cambell"
"7968",1983,"WTTR","Arsenic",NA,"cambell"
"7969",1984,"WTTR","Arsenic",NA,"cambell"
"7970",1985,"WTTR","Arsenic",NA,"cambell"
"7971",1986,"WTTR","Arsenic",NA,"cambell"
"7972",1987,"WTTR","Arsenic",NA,"cambell"
"7973",1988,"WTTR","Arsenic",NA,"cambell"
"7974",1989,"WTTR","Arsenic",NA,"cambell"
"7975",1990,"WTTR","Arsenic",NA,"cambell"
"7976",1991,"WTTR","Arsenic",NA,"cambell"
"7977",1992,"WTTR","Arsenic",NA,"cambell"
"7978",1993,"WTTR","Arsenic",NA,"cambell"
"7979",1994,"WTTR","Arsenic",NA,"cambell"
"7980",1995,"WTTR","Arsenic",2.4365529992428,"cambell"
"7981",1996,"WTTR","Arsenic",2.32241632871013,"cambell"
"7982",1997,"WTTR","Arsenic",2.20935570653885,"cambell"
"7983",1998,"WTTR","Arsenic",2.10724262766521,"cambell"
"7984",1999,"WTTR","Arsenic",1.9957219965379,"cambell"
"7985",2000,"WTTR","Arsenic",1.88524293090386,"cambell"
"7986",2001,"WTTR","Arsenic",1.78408355412366,"cambell"
"7987",2002,"WTTR","Arsenic",1.67510173164983,"cambell"
"7988",2003,"WTTR","Arsenic",1.56712834459297,"cambell"
"7989",2004,"WTTR","Arsenic",1.46014946046466,"cambell"
"7990",2005,"WTTR","Arsenic",1.35415140225396,"cambell"
"7991",2006,"WTTR","Arsenic",1.24912074259825,"cambell"
"7992",2007,"WTTR","Arsenic",1.14504429811308,"cambell"
"7993",2008,"WTTR","Arsenic",1.04190912387578,"cambell"
"7994",2009,"WTTR","Arsenic",0.939702508058109,"cambell"
"7995",2010,"WTTR","Arsenic",0.838411966703204,"cambell"
"7996",2011,"WTTR","Arsenic",0.73802523864235,"cambell"
"7997",2012,"WTTR","Arsenic",0.638530280547223,"cambell"
"7998",2013,"WTTR","Arsenic",0.539915262113405,"cambell"
"7999",2014,"WTTR","Arsenic",0.442168561371125,"cambell"
"8000",2015,"WTTR","Arsenic",0.345278760119333,"cambell"
"8001",1891,"WTTR","Cadmium",NA,"cambell"
"8002",1892,"WTTR","Cadmium",0.117058405928762,"cambell"
"8003",1893,"WTTR","Cadmium",0.117058405928762,"cambell"
"8004",1894,"WTTR","Cadmium",0.117114591164778,"cambell"
"8005",1895,"WTTR","Cadmium",0.117114591164778,"cambell"
"8006",1896,"WTTR","Cadmium",0.117114591164778,"cambell"
"8007",1897,"WTTR","Cadmium",0.117114591164778,"cambell"
"8008",1898,"WTTR","Cadmium",0.117175368197997,"cambell"
"8009",1899,"WTTR","Cadmium",0.117175368197997,"cambell"
"8010",1900,"WTTR","Cadmium",0.117175368197997,"cambell"
"8011",1901,"WTTR","Cadmium",0.117175368197997,"cambell"
"8012",1902,"WTTR","Cadmium",0.117175368197997,"cambell"
"8013",1903,"WTTR","Cadmium",0.11724079472736,"cambell"
"8014",1904,"WTTR","Cadmium",0.11724079472736,"cambell"
"8015",1905,"WTTR","Cadmium",0.11724079472736,"cambell"
"8016",1906,"WTTR","Cadmium",0.11724079472736,"cambell"
"8017",1907,"WTTR","Cadmium",0.117310929761951,"cambell"
"8018",1908,"WTTR","Cadmium",0.117310929761951,"cambell"
"8019",1909,"WTTR","Cadmium",0.117310929761951,"cambell"
"8020",1910,"WTTR","Cadmium",0.117310929761951,"cambell"
"8021",1911,"WTTR","Cadmium",0.117310929761951,"cambell"
"8022",1912,"WTTR","Cadmium",0.117310929761951,"cambell"
"8023",1913,"WTTR","Cadmium",0.117310929761951,"cambell"
"8024",1914,"WTTR","Cadmium",0.117310929761951,"cambell"
"8025",1915,"WTTR","Cadmium",0.117310929761951,"cambell"
"8026",1916,"WTTR","Cadmium",0.117310929761951,"cambell"
"8027",1917,"WTTR","Cadmium",0.117310929761951,"cambell"
"8028",1918,"WTTR","Cadmium",0.117310929761951,"cambell"
"8029",1919,"WTTR","Cadmium",0.117310929761951,"cambell"
"8030",1920,"WTTR","Cadmium",0.117310929761951,"cambell"
"8031",1921,"WTTR","Cadmium",0.117310929761951,"cambell"
"8032",1922,"WTTR","Cadmium",0.117310929761951,"cambell"
"8033",1923,"WTTR","Cadmium",0.11724079472736,"cambell"
"8034",1924,"WTTR","Cadmium",0.11724079472736,"cambell"
"8035",1925,"WTTR","Cadmium",0.11724079472736,"cambell"
"8036",1926,"WTTR","Cadmium",0.11724079472736,"cambell"
"8037",1927,"WTTR","Cadmium",0.115824843100218,"cambell"
"8038",1928,"WTTR","Cadmium",0.114408891473076,"cambell"
"8039",1929,"WTTR","Cadmium",0.112992939845934,"cambell"
"8040",1930,"WTTR","Cadmium",0.11151472239133,"cambell"
"8041",1931,"WTTR","Cadmium",0.110099560939664,"cambell"
"8042",1932,"WTTR","Cadmium",0.108684399487997,"cambell"
"8043",1933,"WTTR","Cadmium",0.10726923803633,"cambell"
"8044",1934,"WTTR","Cadmium",0.105799171728567,"cambell"
"8045",1935,"WTTR","Cadmium",0.104384744299041,"cambell"
"8046",1936,"WTTR","Cadmium",0.102970316869515,"cambell"
"8047",1937,"WTTR","Cadmium",0.101555889439988,"cambell"
"8048",1938,"WTTR","Cadmium",0.100093419562275,"cambell"
"8049",1939,"WTTR","Cadmium",0.098679670698401,"cambell"
"8050",1940,"WTTR","Cadmium",0.0972659218345271,"cambell"
"8051",1941,"WTTR","Cadmium",0.0958098799607266,"cambell"
"8052",1942,"WTTR","Cadmium",0.0943967548875596,"cambell"
"8053",1943,"WTTR","Cadmium",0.0929836298143925,"cambell"
"8054",1944,"WTTR","Cadmium",0.0915335893150912,"cambell"
"8055",1945,"WTTR","Cadmium",0.0900880986594294,"cambell"
"8056",1946,"WTTR","Cadmium",0.0886760594954885,"cambell"
"8057",1947,"WTTR","Cadmium",0.0872353816224213,"cambell"
"8058",1948,"WTTR","Cadmium",0.0858238058680132,"cambell"
"8059",1949,"WTTR","Cadmium",0.0843876393042298,"cambell"
"8060",1950,"WTTR","Cadmium",0.0829553280625623,"cambell"
"8061",1951,"WTTR","Cadmium",0.0815445231635391,"cambell"
"8062",1952,"WTTR","Cadmium",0.080116189148003,"cambell"
"8063",1953,"WTTR","Cadmium",0.0786912998673509,"cambell"
"8064",1954,"WTTR","Cadmium",0.077269687068042,"cambell"
"8065",1955,"WTTR","Cadmium",0.0758596562821289,"cambell"
"8066",1956,"WTTR","Cadmium",0.0744413109668468,"cambell"
"8067",1957,"WTTR","Cadmium",0.0730258610954845,"cambell"
"8068",1958,"WTTR","Cadmium",0.0716160954372705,"cambell"
"8069",1959,"WTTR","Cadmium",0.0702034362780207,"cambell"
"8070",1960,"WTTR","Cadmium",0.0687932991741117,"cambell"
"8071",1961,"WTTR","Cadmium",0.0673855246326603,"cambell"
"8072",1962,"WTTR","Cadmium",0.0659757856236088,"cambell"
"8073",1963,"WTTR","Cadmium",0.0645701265193166,"cambell"
"8074",1964,"WTTR","Cadmium",0.0631664666753991,"cambell"
"8075",1965,"WTTR","Cadmium",0.0617565009013947,"cambell"
"8076",1966,"WTTR","Cadmium",0.0603544964425399,"cambell"
"8077",1967,"WTTR","Cadmium",0.0589443446564993,"cambell"
"8078",1968,"WTTR","Cadmium",0.0575437328454301,"cambell"
"8079",1969,"WTTR","Cadmium",0.0561445335385116,"cambell"
"8080",1970,"WTTR","Cadmium",0.0547338668666897,"cambell"
"8081",1971,"WTTR","Cadmium",0.0533232001948678,"cambell"
"8082",1972,"WTTR","Cadmium",0.0519245943732513,"cambell"
"8083",1973,"WTTR","Cadmium",0.0505135999609347,"cambell"
"8084",1974,"WTTR","Cadmium",0.0491156160168808,"cambell"
"8085",1975,"WTTR","Cadmium",0.0477042477405336,"cambell"
"8086",1976,"WTTR","Cadmium",0.0462928794641865,"cambell"
"8087",1977,"WTTR","Cadmium",0.0448815111878393,"cambell"
"8088",1978,"WTTR","Cadmium",0.0434701429114922,"cambell"
"8089",1979,"WTTR","Cadmium",0.042058774635145,"cambell"
"8090",1980,"WTTR","Cadmium",0.0406474063587979,"cambell"
"8091",1981,"WTTR","Cadmium",0.0392360380824507,"cambell"
"8092",1982,"WTTR","Cadmium",0.0378246698061036,"cambell"
"8093",1983,"WTTR","Cadmium",0.0364036558377686,"cambell"
"8094",1984,"WTTR","Cadmium",0.034992661425452,"cambell"
"8095",1985,"WTTR","Cadmium",0.0335816670131354,"cambell"
"8096",1986,"WTTR","Cadmium",0.0321632001175393,"cambell"
"8097",1987,"WTTR","Cadmium",0.0307525334457174,"cambell"
"8098",1988,"WTTR","Cadmium",0.0293418667738955,"cambell"
"8099",1989,"WTTR","Cadmium",0.0279256350573411,"cambell"
"8100",1990,"WTTR","Cadmium",0.0265152494483845,"cambell"
"8101",1991,"WTTR","Cadmium",0.0251007017915236,"cambell"
"8102",1992,"WTTR","Cadmium",0.0236905500054829,"cambell"
"8103",1993,"WTTR","Cadmium",0.0222774592292702,"cambell"
"8104",1994,"WTTR","Cadmium",0.0208674934552658,"cambell"
"8105",1995,"WTTR","Cadmium",0.0194556276411915,"cambell"
"8106",1996,"WTTR","Cadmium",0.0213998381574013,"cambell"
"8107",1997,"WTTR","Cadmium",0.0233446113590838,"cambell"
"8108",1998,"WTTR","Cadmium",0.0252899956390075,"cambell"
"8109",1999,"WTTR","Cadmium",0.0272355499777381,"cambell"
"8110",2000,"WTTR","Cadmium",0.0291821491250295,"cambell"
"8111",2001,"WTTR","Cadmium",0.0311276257333648,"cambell"
"8112",2002,"WTTR","Cadmium",0.0330756279409513,"cambell"
"8113",2003,"WTTR","Cadmium",0.0350251647220833,"cambell"
"8114",2004,"WTTR","Cadmium",0.0369764495075617,"cambell"
"8115",2005,"WTTR","Cadmium",0.0389296975437479,"cambell"
"8116",2006,"WTTR","Cadmium",0.0408851259736914,"cambell"
"8117",2007,"WTTR","Cadmium",0.0428429553390705,"cambell"
"8118",2008,"WTTR","Cadmium",0.0448034144449135,"cambell"
"8119",2009,"WTTR","Cadmium",0.0467667371097226,"cambell"
"8120",2010,"WTTR","Cadmium",0.0487331609779421,"cambell"
"8121",2011,"WTTR","Cadmium",0.0507029276252341,"cambell"
"8122",2012,"WTTR","Cadmium",0.052676282667943,"cambell"
"8123",2013,"WTTR","Cadmium",0.0546534758768963,"cambell"
"8124",2014,"WTTR","Cadmium",0.0566347612956985,"cambell"
"8125",2015,"WTTR","Cadmium",0.0586203973636799,"cambell"
"8126",1891,"WTTR","Copper",NA,"cambell"
"8127",1892,"WTTR","Copper",3.47487897594505,"cambell"
"8128",1893,"WTTR","Copper",3.41456285100097,"cambell"
